id,w,h,search,n_bounds,cx,cy,apothems,fit_rms,strengths,cx_each,cy_each
2-148,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-149,1468,2048,open,3,146.693,156.787,57.770;66.573;72.232,0.205;0.135;0.217,2751;2919;1953,146.558;146.568;147.068,156.798;156.767;156.800
2-15-P1,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-15,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-150,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-151,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-152,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-153,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-154,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-155,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-156,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-157,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-158,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-159,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-16-P1,1468,2048,open,3,146.548,156.798,57.721;66.712;71.862,0.177;0.206;0.305,2656;2631;1841,146.526;146.515;146.627,156.793;156.797;156.805
2-16,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-160,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-161,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-162,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-163,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-164,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-165,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-166,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-167,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-168,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-169,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-17-P1,1468,2048,open,2,149.600,155.568,67.611;78.522,0.076;0.121,2907;2913,149.582;149.617,155.555;155.581
2-17,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-170,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-171,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-172,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-173,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-174,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-175,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-176,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-177,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-178,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-179,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-18-P1,1468,2048,open,3,146.695,156.724,57.813;66.531;72.272,0.218;0.128;0.215,2601;2850;1940,146.556;146.564;147.075,156.738;156.710;156.725
2-18,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-180,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-181,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-182,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-183,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-184,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-185,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-186,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-187,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-188,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-189,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-19-P1,1468,2048,open,3,146.593,156.737,57.825;66.506;72.084,0.223;0.128;0.406,2849;2956;2170,146.554;146.554;146.695,156.744;156.694;156.789
2-19,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-190,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-191,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-192,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-193,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-194,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-195,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-196,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-197,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-198,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-199,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-2-D23,1468,2048,open,3,146.627,156.751,57.298;67.045;71.605,0.228;0.300;0.243,2105;2252;1742,146.655;146.553;146.690,156.733;156.790;156.722
2-2,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-20,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-200,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-201,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-202,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-203,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-204,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-205,1468,2048,open,3,146.601,156.737,57.734;66.612;72.015,0.192;0.150;0.347,2731;2877;1893,146.566;146.557;146.719,156.736;156.712;156.777
2-206,1468,2048,open,2,149.547,155.450,67.596;78.562,0.061;0.110,2895;2870,149.538;149.556,155.471;155.428
2-207,1468,2048,open,2,149.546,155.449,67.596;78.561,0.061;0.109,2895;2863,149.538;149.555,155.471;155.426
2-208,1468,2048,open,3,146.601,156.737,57.734;66.612;72.015,0.192;0.150;0.347,2731;2877;1893,146.566;146.557;146.719,156.736;156.712;156.777
2-209,1468,2048,open,3,146.606,156.738,57.758;66.594;72.034,0.199;0.148;0.347,1979;2116;1409,146.561;146.561;146.735,156.721;156.731;156.774
2-21,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-210,1468,2048,open,3,146.601,156.737,57.734;66.612;72.015,0.192;0.150;0.347,2731;2877;1893,146.566;146.557;146.719,156.736;156.712;156.777
2-211,1468,2048,open,2,149.547,155.450,67.596;78.562,0.061;0.110,2895;2869,149.538;149.556,155.471;155.428
2-212,1468,2048,open,3,146.602,156.741,57.755;66.589;72.034,0.198;0.149;0.349,2469;2654;1773,146.567;146.561;146.712,156.729;156.714;156.800
2-213,1468,2048,open,3,146.601,156.737,57.734;66.612;72.015,0.192;0.150;0.347,2731;2877;1893,146.566;146.557;146.719,156.736;156.712;156.777
2-214,1468,2048,open,2,149.547,155.449,67.596;78.561,0.061;0.109,2895;2865,149.538;149.556,155.471;155.427
2-215,1468,2048,open,3,146.601,156.737,57.734;66.612;72.015,0.192;0.150;0.347,2731;2877;1893,146.566;146.557;146.719,156.736;156.712;156.777
2-216,1468,2048,open,3,149.594,155.356,67.596;78.561;88.375,0.061;0.108;1.392,2895;2863;1150,149.538;149.554;149.831,155.471;155.426;154.894
2-22,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-23,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-24,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-25,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-26,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-27,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-28,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-29,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-3-C1,1468,2048,open,3,146.547,156.755,57.353;67.037;71.599,0.148;0.302;0.201,1581;1679;1340,146.548;146.437;146.685,156.744;156.789;156.726
2-3,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-30,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-31-P1,1468,2048,open,3,146.744,156.795,57.115;67.127;71.621,0.379;0.205;0.296,2952;2946;2183,146.543;146.665;147.125,156.796;156.853;156.715
2-31,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-32-P1,1468,2048,open,2,149.614,155.589,67.352;79.154,0.168;0.212,2888;2954,149.666;149.564,155.607;155.571
2-32,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-33-P1,1468,2048,open,3,146.744,156.795,57.115;67.127;71.621,0.379;0.205;0.296,2952;2946;2183,146.543;146.665;147.125,156.796;156.853;156.715
2-33,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-34,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-35,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-36,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-37,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-38,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-39,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-4,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-40,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-41,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-42,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-43,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-44,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-45,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-46,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-47,1468,2048,open,3,146.601,156.742,57.737;66.611;72.016,0.195;0.152;0.349,2750;2896;1916,146.566;146.558;146.718,156.743;156.715;156.781
2-48,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-49,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-5,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-50,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-51,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-52,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-53,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-54,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-55,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-56,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-57,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-58,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-59,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-6,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-60,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-61,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-62,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-63,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-64,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-65,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-66,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-67,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-68,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-69,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-7,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-70,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-71,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-72,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-73,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-74,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-75,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-76,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-77,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-78,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-79,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-8,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-80,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-81,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-82,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-83,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-84,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-85,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-86,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-87,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-88,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-89,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-9,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-90,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-91,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-92,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-93,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-94,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-95,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-96,1468,2048,open,2,149.601,155.563,67.598;78.547,0.069;0.123,2901;2882,149.585;149.618,155.548;155.578
2-97,1468,2048,open,2,149.602,155.563,67.598;78.547,0.069;0.123,2901;2881,149.585;149.618,155.548;155.578
2-98,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
2-99,1468,2048,open,3,146.600,156.803,57.732;66.620;72.020,0.192;0.151;0.350,2776;2915;1925,146.563;146.564;146.710,156.797;156.779;156.848
3-1,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-10,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-100,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-101,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-102,1468,2048,open,3,146.603,156.799,57.763;66.588;72.056,0.202;0.139;0.371,2772;2957;1967,146.556;146.565;146.728,156.792;156.771;156.852
3-103,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-104,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-105,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-106,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-107,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-108,1468,2048,open,2,149.600,155.561,67.595;78.547,0.067;0.122,2904;2883,149.583;149.616,155.544;155.578
3-109,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-11,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-110,1468,2048,open,3,146.675,156.734,57.764;66.578;72.222,0.202;0.149;0.225,2757;2938;1968,146.555;146.538;147.045,156.747;156.716;156.743
3-111,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-112,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
3-113,1468,2048,open,2,149.598,155.567,67.610;78.520,0.074;0.121,2908;2913,149.581;149.615,155.553;155.581
